Job ID,Duration
Job_1,9
Job_2,96
Job_3,38
Job_4,4
Job_5,54
Job_6,5
Job_7,94
Job_8,28
Job_9,86
Job_10,13
Job_11,92
Job_12,7
Job_13,71
Job_14,7
Job_15,21
Job_16,28
Job_17,44
Job_18,3
Job_19,45
Job_20,29
Job_21,90
Job_22,81
Job_23,81
Job_24,52
Job_25,6
Job_26,75
Job_27,55
Job_28,20
Job_29,7
Job_30,57
Job_31,65
Job_32,68
Job_33,60
Job_34,66
Job_35,22
Job_36,95
Job_37,2
Job_38,63
Job_39,83
Job_40,29
Job_41,88
Job_42,97
Job_43,3
Job_44,73
Job_45,10
Job_46,73
Job_47,31
Job_48,55
Job_49,90
Job_50,12
Job_51,43
Job_52,9
Job_53,33
Job_54,48
Job_55,6
Job_56,23
Job_57,49
Job_58,52
Job_59,28
Job_60,45
Job_61,81
Job_62,48
Job_63,5
Job_64,2
Job_65,26
Job_66,78
Job_67,82
Job_68,8
Job_69,31
Job_70,49
Job_71,38
Job_72,66
Job_73,80
Job_74,55
Job_75,1
Job_76,98
Job_77,28
Job_78,98
Job_79,74
Job_80,39
Job_81,16
Job_82,13
Job_83,37
Job_84,78
Job_85,18
Job_86,84
Job_87,77
Job_88,39
Job_89,21
Job_90,35
Job_91,56
Job_92,7
Job_93,18
Job_94,49
Job_95,21
Job_96,54
Job_97,12
Job_98,98
Job_99,20
Job_100,49
Job_101,60
Job_102,95
Job_103,52
Job_104,97
Job_105,38
Job_106,60
Job_107,99
Job_108,15
Job_109,50
Job_110,30
Job_111,68
Job_112,41
Job_113,64
Job_114,76
Job_115,11
Job_116,94
Job_117,98
Job_118,80
Job_119,77
Job_120,79
Job_121,21
Job_122,49
Job_123,47
Job_124,80
Job_125,47
Job_126,57
Job_127,98
Job_128,27
Job_129,41
Job_130,19
Job_131,13
Job_132,79
Job_133,78
Job_134,23
Job_135,84
Job_136,21
Job_137,81
Job_138,43
Job_139,67
Job_140,85
Job_141,38
Job_142,14
Job_143,16
Job_144,43
Job_145,62
Job_146,1
Job_147,80
Job_148,36
Job_149,99
Job_150,79
Job_151,69
Job_152,69
Job_153,45
Job_154,57
Job_155,60
Job_156,86
Job_157,35
Job_158,64
Job_159,52
Job_160,94
Job_161,12
Job_162,20
Job_163,45
Job_164,64
Job_165,31
Job_166,22
Job_167,49
Job_168,80
Job_169,7
Job_170,19
Job_171,15
Job_172,5
Job_173,60
Job_174,68
Job_175,96
Job_176,83
Job_177,92
Job_178,41
Job_179,58
Job_180,19
Job_181,94
Job_182,87
Job_183,58
Job_184,86
Job_185,68
Job_186,20
Job_187,91
Job_188,82
Job_189,72
Job_190,39
Job_191,68
Job_192,38
Job_193,74
Job_194,28
Job_195,1
Job_196,47
Job_197,71
Job_198,67
Job_199,72
Job_200,62
Job_201,2
Job_202,5
Job_203,91
Job_204,39
Job_205,16
Job_206,84
Job_207,33
Job_208,41
Job_209,2
Job_210,77
Job_211,72
Job_212,41
Job_213,73
Job_214,95
Job_215,44
Job_216,75
Job_217,14
Job_218,79
Job_219,15
Job_220,15
Job_221,63
Job_222,41
Job_223,14
Job_224,52
Job_225,21
Job_226,92
Job_227,80
Job_228,57
